id,rcd,symbol,hgncid,ensgstable,evidence,testin,pathway,confidence,experiments,caution,uniprotac,pmid,remark,latestupdate,datasource,uniformgenetype
351DRV,Ferroptosis,HOTAIR,HGNC:33510,ENSG00000228630,Overexpression of HOTAIR reversed the ferroptosis inhibition effects of PAN in hemin-treated neurons.,Rat,"HOTAIR :-: UPF1, UPF1 :-: ACSL4, ACSL4 :+: Ferroptosis",Validated,0,_NA_,_NA_,33906483,Long non-coding RNA.,3/21/2022,FerrDb team,"RNA, long non-coding"
352DRV,Ferroptosis,H19,HGNC:4713,ENSG00000130600,Over-expression of H19 suppressed cell viability and promoted ferroptosis of BMVECs.,Human,"H19 :-: miR-106b-5p, miR-106b-5p :-: ACSL4, ACSL4 :+: Ferroptosis",Validated,0,_NA_,_NA_,34288826,Long non-coding RNA.,3/21/2022,FerrDb team,"RNA, long non-coding"
353DRV,Ferroptosis,FOXO4,HGNC:7139,ENSG00000184481,"In addition, the inhibitory effects of ENPP2 on DOX-induced ferroptosis were significantly reduced by FoxO4 overexpression, as demonstrated by increased Fe2+ and lipid ROS activity levels, decreased SLC7A11, GPX4 and FPN1 expression, and increased NOX4 expression, which were observed following FoxO4 overexpression (Fig. 6A-C).",Rat,"FOXO4 :-: ENNP2, ENNP2 :-: Ferroptosis",Deduced,0,_NA_,P98177,34296293,_NA_,3/22/2022,FerrDb team,gene with protein product
354DRV,Ferroptosis,ELAVL1,HGNC:3312,ENSG00000066044,Knockdown of ELAVL1 suppresses ferroptosis and H/R injury.,Human,"ELAVL1 :+: autophagy, autophagy :+: Ferroptosis, ELAVL1 :-: GPX4, GPX4 :-: Ferroptosis",Validated,0,_NA_,Q15717,33568052,_NA_,3/30/2022,FerrDb team,gene with protein product
355DRV,Ferroptosis,YTHDC2,HGNC:24721,ENSG00000047188,YTHDC2 is an endogenous ferroptosis inducer in LUAD cells.,Human,"YTHDC2 :-: system Xc-, system Xc- :-: Ferroptosis",Validated,0,_NA_,Q9H6S0,33785413,_NA_,3/30/2022,FerrDb team,gene with protein product
356DRV,Ferroptosis,DDR2,HGNC:2731,ENSG00000162733,DDR2 elevation in recurrent tumor cells contributes to its ferroptosis sensitivity.,Human,DDR2 :+: Ferroptosis,Validated,0,_NA_,Q16832,33603168,_NA_,3/30/2022,FerrDb team,gene with protein product
357DRV,Ferroptosis,SLC39A7,HGNC:4927,ENSG00000112473,The genetic and chemical inhibition of ZIP7 protect cells against ferroptosis.,Human,SLC39A7 :+: Ferroptosis,Validated,0,_NA_,Q92504,33608508,ZIP7 in article.,3/30/2022,FerrDb team,gene with protein product
358DRV,Ferroptosis,TRIM46,HGNC:19019,ENSG00000163462,"Taken together, these data demonstrate that TRIM46 directly facilitates HG-induced ferroptosis in HRCECs.",Human,"TRIM46 :+: Lipid ROS, Lipid ROS :+: Ferroptosis, TRIM46 :-: GPX4,GPX4 :-: Ferroptosis",Validated,0,_NA_,Q7Z4K8,34487731,_NA_,3/30/2022,FerrDb team,gene with protein product
359DRV,Ferroptosis,ACSL1,HGNC:3569,ENSG00000151726,These results demonstrate that ACSL1 promotes αESA-triggered cell death.,Human,"ACSL1 :+: αESA, αESA :+: Ferroptosis",Validated,0,_NA_,P33121,33854057,αESA induces ferroptosis in this article.,3/30/2022,FerrDb team,gene with protein product
360DRV,Ferroptosis,KDM5A,HGNC:9886,ENSG00000073614,KDM5A inhibition decreases ferroptosis sensitivity in erPCC.,Human,"KDM5A :-: MPC1, MPC1 :-: Ferroptosis",Validated,0,_NA_,P29375,33741422,_NA_,3/30/2022,FerrDb team,gene with protein product
361DRV,Ferroptosis,TRIM21,HGNC:11312,ENSG00000132109,Loss of TRIM21 alleviates cardiotoxicity by suppressing ferroptosis induced by the chemotherapeutic agent doxorubicin.,Mice,"TRIM21 :-: (p62/Keap1), (p62/Keap1) :-: Ferroptosis",Validated,0,_NA_,P19474,34233258,_NA_,3/30/2022,FerrDb team,gene with protein product
362DRV,Ferroptosis,HMOX1,HGNC:5013,ENSG00000100292,HMOX1 upregulation promotes ferroptosis in diabetic atherosclerosis.,Human,"HMOX1 :+: Lipid ROS, Lipid ROS :+: Ferroptosis, HMOX1 :+: iron overload, iron overload :+: Ferroptosis",Validated,0,_NA_,P09601,34508760,_NA_,3/30/2022,FerrDb team,gene with protein product
363DRV,Ferroptosis,DPEP1,HGNC:3002,ENSG00000015413,Dpep1 knockdown ameliorates cisplatin-induced apoptosis and ferroptosis.,Mice,DPEP1 :+: Ferroptosis,Validated,0,_NA_,P16444,34426578,_NA_,3/30/2022,FerrDb team,gene with protein product
364DRV,Ferroptosis,CYGB,HGNC:16505,ENSG00000161544,CYGB improved lipid oxidation and increased sensitivity to ferroptosis.,Human,"CYGB :+: p53, p53 :+: YAP1, YAP1 :+: ACSL4, ACSL4 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,Q8WWM9,33611811,_NA_,3/30/2022,FerrDb team,gene with protein product
365DRV,Ferroptosis,IDO1,HGNC:6059,ENSG00000131203,Inhibition of IDO prevents reoxygenation-induced ferroptosis.,Mice,"IDO1 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,P14902,33899121,_NA_,3/30/2022,FerrDb team,gene with protein product
366DRV,Ferroptosis,GSTZ1,HGNC:4643,ENSG00000100577,GSTZ1 sensitizes hepatocellular carcinoma cells to sorafenib-induced ferroptosis via inhibition of NRF2/GPX4 axis.,Human,"GSTZ1 :+: Lipid ROS, Lipid ROS :+: Ferroptosis, GSTZ1 :+: Fe2+, Fe2+ :+: Ferroptosis, GSTZ1 :-: GPX4, GPX4 :-: Ferroptosis, GSTZ1 :-: SLC7A11, SLC7A11 :-: Ferroptosis, GSTZ1 :-: FTL, FTL :-: Ferroptosis",Validated,0,_NA_,O43708,33931597,_NA_,3/30/2022,FerrDb team,gene with protein product
367DRV,Ferroptosis,TP53,HGNC:11998,ENSG00000141510,p53 promoted SPIO-Serum-induced ferroptosis.,Human,"TP53 :-: SLC7A11, SLC7A11 :+: cysteine, cysteine :+: GPX4, GPX4 :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,0,_NA_,P04637,33469287,_NA_,3/31/2022,FerrDb team,gene with protein product
368DRV,Ferroptosis,ACO1,HGNC:117,ENSG00000122729,Overexpression of IRP1 significantly promotes erastin- and RSL3-induced ferroptosis.,Human,"ACO1 :+: TFRC, TFRC :+: Ferroptosis, ACO1 :-: FPN, FPN :-: Ferroptosis, ACO1 :-: FTH1, FTH1 :-: Ferroptosis",Validated,0,_NA_,P21399,34386079,"IRP1 in article, with increasing oxygen concentrations, ACO1 is converted to IRP1.",4/6/2022,FerrDb team,gene with protein product
369DRV,Ferroptosis,GJA1,HGNC:4274,ENSG00000152661,"Therefore, our results indicated that downregulation of Cx43 can inhibit ferroptosis by restoring the level of SLC7A11 in the system xc- transporter and alleviate cisplatin-induced AKI.","Human, mice","GJA1 :-: SLC7A11, SLC7A11 :+: GSH, GSH :-: Ferroptosis",Validated,0,_NA_,P17302,34785303,Cx43 in article.,4/6/2022,FerrDb team,gene with protein product
370DRV,Ferroptosis,IREB2,HGNC:6115,ENSG00000136381,IRP2 Silencing Attenuated Hemin-Induced Ferroptosis in Primary Neurons in vitro.,Mice,"IREB2 :-: FPN, FPN :-: Ferroptosis, IREB2 :-: FTH1, FTH1 :-: Ferroptosis",Validated,0,_NA_,P48200,34307348,IRP2 in article.,4/6/2022,FerrDb team,gene with protein product
371DRV,Ferroptosis,SLC7A11,HGNC:11059,ENSG00000151012,SLC7A11 Induces Ferroptosis in NSCLC Cells.,Human,SLC7A11 :+: Ferroptosis,Validated,0,SLC7A11 is a suppressor in most research.,Q9UPY5,34722314,_NA_,4/6/2022,FerrDb team,gene with protein product
372DRV,Ferroptosis,PGRMC1,HGNC:16090,ENSG00000101856,Our data suggest that PGRMC1 promotes ferroptosis by xCT inhibition in PCC.,Mice,"PGRMC1 :-: xCT, xCT :-: Ferroptosis",Validated,0,_NA_,O00264,34749765,_NA_,4/7/2022,FerrDb team,gene with protein product
373DRV,Ferroptosis,CIRBP,HGNC:1982,ENSG00000099622,Suppression of CIRBP inhibits ferroptosis in HK2 cells.,Human,"CIRBP :+: ELAVL1, ELAVL1 :+: Ferroptosis",Validated,0,_NA_,Q14011,34114349,_NA_,4/7/2022,FerrDb team,gene with protein product
374DRV,Ferroptosis,FAR1,HGNC:26222,ENSG00000197601,Inactivation of FAR1 diminishes SFA-dependent ferroptosis.,Human,FAR1 :+: Ferroptosis,Validated,0,_NA_,Q8WVX9,33731874,_NA_,4/7/2022,FerrDb team,gene with protein product
375DRV,Ferroptosis,circPSEN1,_NA_,_NA_,Knockdown of circ-PSEN1 suppresses ferroptosis of HG-treated ARPE19 cells.,Human,"circPSEN1 :-: miR-200b-3p, miR-200b-3p :+: CFL2, CFL2 :-: Ferroptosis",Validated,0,_NA_,_NA_,34903141,_NA_,4/7/2022,FerrDb team,circular RNA
376DRV,Ferroptosis,USP11,HGNC:12609,ENSG00000102226,Increased expression of USP11 promotes ferroptosis.,Mice,"USP11 :+: ACSL4, ACSL4 :+: Ferroptosis, USP11 :-: GPX4, GPX4 :-: Ferroptosis, USP11 :-: FTH1, FTH1 :-: Ferroptosis",Validated,0,_NA_,P51784,34839355,_NA_,4/7/2022,FerrDb team,gene with protein product
377DRV,Ferroptosis,STING1,HGNC:27962,ENSG00000184584,STING1 Promotes Ferroptosis Through MFN1/2-Dependent Mitochondrial Fusion.,Human,STING1 :+: Ferroptosis,Validated,0,_NA_,Q86WV6,34195205,_NA_,4/7/2022,FerrDb team,gene with protein product
378DRV,Ferroptosis,YAP1,HGNC:16262,ENSG00000137693,Knockdown of YAP inhibits ferroptosis in HCC cells.,Human,YAP :+: Ferroptosis,Validated,0,_NA_,P46937,34977009,YAP in article.,8/4/2022,FerrDb team,gene with protein product
379DRV,Ferroptosis,HMOX1,HGNC:5013,ENSG00000100292,"Finally, inhibition or induction of Hmox1 decreased or increased cardiac ferroptosis in SCD mice, respectively.",Mice,HMOX1 :+: Ferroptosis,Validated,0,_NA_,P09601,34388243,_NA_,4/8/2022,FerrDb team,gene with protein product
380DRV,Ferroptosis,MIR135B,HGNC:31760,ENSG00000199059,miR-135b-3p Promotes Cardiomyocyte Ferroptosis by Targeting GPX4 and Aggravates Myocardial Ischemia/Reperfusion Injury.,Rat,"MIR135B :-: GPX4, GPX4 :-: Ferroptosis",Validated,0,_NA_,_NA_,34485394,_NA_,4/8/2022,FerrDb team,"RNA, micro"
381DRV,Ferroptosis,TRIM26,HGNC:12962,ENSG00000234127,TRIM26 Overexpression Promotes HSCs Ferroptosis.,Human,"TRIM26 :-: SLC7A11, SLC7A11 :-: Ferroptosis",Validated,0,_NA_,Q12899,33869196,_NA_,4/8/2022,FerrDb team,gene with protein product
382DRV,Ferroptosis,YAP1,HGNC:16262,ENSG00000137693,The Hippo Pathway Effector YAP Promotes Ferroptosis via the E3 Ligase SKP2.,Human,"YAP :+: SKP2, SKP2 :+: TFRC, TFRC :+: Ferroptosis",Validated,0,_NA_,P46937,33707306,YAP in article.,8/4/2022,FerrDb team,gene with protein product
383DRV,Ferroptosis,NDRG1,HGNC:7679,ENSG00000104419,NDRG1 Activation Correlated with Ferroptosis Induction and EMT Inhibition.,Human,"NDRG1 :-: GPX4, GPX4 :-: Ferroptosis",Deduced,0,_NA_,Q92597,34917147,_NA_,4/8/2022,FerrDb team,gene with protein product
384DRV,Ferroptosis,MIR302A,HGNC:31623,ENSG00000207927,MicroRNA-302a-3p induces ferroptosis of non-small cell lung cancer cells via targeting ferroportin.,Human,"MIR302A :-: ferroportin, ferroportin :-: Ferroptosis",Validated,0,_NA_,_NA_,34181495,_NA_,4/8/2022,FerrDb team,"RNA, micro"
385DRV,Ferroptosis,ASMTL-AS1,HGNC:25811,ENSG00000236017,"In conclusion, we first demonstrated that ASMTL-AS1 positively regulated SAT1 to promote ferroptosis and could stabilize SAT1 mRNA via recruiting U2AF2, shedding a light on a novel molecular mechanism in LUAD progression.",Human,"ASMTL-AS1 :+: SAT1, SAT1 :+: Ferroptosis",Validated,0,_NA_,_NA_,34658100,Long non-coding RNA.,4/11/2022,FerrDb team,"RNA, long non-coding"
386DRV,Ferroptosis,ZFAS1,HGNC:33101,ENSG00000177410,Inhibition of ZFAS1 repressed ferroptosis in mice with DbCM‐ and HG‐treated cardiomyocytes.,Mice,"ZFAS1 :-: miR‐150‐5p, miR‐150‐5p :+: CCND2, CCND2 :-: Ferroptosis",Validated,0,_NA_,_NA_,34609043,Long non-coding RNA.,4/12/2022,FerrDb team,"RNA, long non-coding"
387DRV,Ferroptosis,FADS2,HGNC:3575,ENSG00000134824,"We unexpectedly found that siRNA depletion of FADS2, like treatment with DFO or the ferroptosis inhibitor ferrostatin-1 (Fer1) (Dixon et al., 2012), protected cells from ferroptosis induced by the cystine/glutamate transporter (xCT) inhibitor erastin and the GPX4 inhibitor RSL3 in Huh-7.5 cells (Figures 5A, 5B, and S5A).",Human,FADS2 :+: Ferroptosis,Validated,0,_NA_,O95864,34520742,_NA_,4/12/2022,FerrDb team,gene with protein product
388DRV,Ferroptosis,PIEZO1,HGNC:28993,ENSG00000103335,"Increased PIEZO1 expression or activation of PIEZO1 could activate Ca2+/calpain signaling, which promoted the cleavage VE-cadherin, thereby promoting ferroptosis.","Human, mice","PIEZO1 :+: (Ca2+/calpain), (Ca2+/calpain) :-: VE-cadherin, VE-cadherin :-: Ferroptosis",Validated,0,_NA_,Q92508,34568428,_NA_,4/12/2022,FerrDb team,gene with protein product
389DRV,Ferroptosis,LIFR,HGNC:6597,ENSG00000113594,LIFR and SHP1 positively regulate ferroptosis while LCN2 negatively regulates ferroptosis.,Human,"LIFR :+: SHP1, SHP1 :-: NF-κB signaling, NF-κB signaling :+: LCN2, LCN2 :-: Ferroptosis",Validated,0,_NA_,P42702,34921145,_NA_,4/12/2022,FerrDb team,gene with protein product
390DRV,Ferroptosis,PTPN6,HGNC:9658,ENSG00000111679,LIFR and SHP1 positively regulate ferroptosis while LCN2 negatively regulates ferroptosis.,Human,"PTPN6 :-: NF-κB signaling, NF-κB signaling :+: LCN2, LCN2 :-: Ferroptosis",Validated,0,_NA_,P29350,34921145,SHP1 in article.,4/12/2022,FerrDb team,gene with protein product
942DRV,Ferroptosis,MIR15A,HGNC:31543,ENSG00000283785,Overexpression of miR-15a-5p aggravated ferroptosis in hypoxic cardiomyocytes.,Mice,"MIR15A :-: GPX4, GPX4 :-: Ferroptosis",Validated,0,_NA_,_NA_,34339707,_NA_,4/17/2022,FerrDb team,"RNA, micro"
943DRV,Ferroptosis,EGR1,HGNC:3238,ENSG00000120738,Knockdown of Egr-1 alleviated ferroptosis in HL-1 cells under anoxic condition.,Mice,"EGR1 :+: MIR15A, MIR15A :-: GPX4, GPX4 :-: Ferroptosis",Validated,0,_NA_,P18146,34339707,_NA_,4/17/2022,FerrDb team,gene with protein product
944DRV,Ferroptosis,ADAM23,HGNC:202,ENSG00000114948,Overexpression of ADAM23 suppressed tumorigenesis and promoted ferroptosis in esophageal carcinoma cells.,Human,"ADAM23 :-: GPX4, GPX4 :-: Ferroptosis, ADAM23 :-: SLC7A11, SLC7A11 :-: Ferroptosis, ADAM23 :-: SLC3A2, SLC3A2 :-: Ferroptosis",Validated,0,_NA_,O75077,35003396,_NA_,4/17/2022,FerrDb team,gene with protein product
945DRV,Ferroptosis,ARHGEF26-AS1,HGNC:41048,ENSG00000243069,LncRNA ARHGEF26-AS1 Facilitated Ferroptosis but Restrained Cell Growth and Positively Regulated ADAM23 by Sponging miR-372-3p in ECC.,Human,"ARHGEF26-AS1 :-: miR-372-3p, miR-372-3p :-: ADAM23, ADAM23 :+: Ferroptosis",Validated,0,_NA_,_NA_,35003396,Long non-coding RNA,4/17/2022,FerrDb team,"RNA, long non-coding"
946DRV,Ferroptosis,ACSL4,HGNC:3571,ENSG00000068366,Inhibition of Acyl-CoA Synthetase Long-Chain Family Member 4 Suppresses Ferroptosis After Stroke.,Mice,ACSL4 :+: Ferroptosis,Validated,0,_NA_,O60488,33889074,_NA_,4/17/2022,FerrDb team,gene with protein product
947DRV,Ferroptosis,CPEB1,HGNC:21744,ENSG00000214575,CPEB1 enhances erastin-induced ferroptosis in gastric cancer cells by suppressing twist1 expression.,Human,"CPEB1 :-: TWIST1, TWIST1 :+: GPX4, GPX4 :-: Ferroptosis",Validated,0,_NA_,Q9BZB8,34184391,_NA_,4/18/2022,FerrDb team,gene with protein product
948DRV,Ferroptosis,COX4I2,HGNC:16232,ENSG00000131055,Our research illustrated that the knockdown of Cox4i2 suppresses HHV7-induced RSC96 cell ferroptosis as well as apoptosis via the ERK signalling pathway.,Rat,COX4I2 :+: Ferroptosis,Validated,0,_NA_,Q96KJ9,34026834,_NA_,4/18/2022,FerrDb team,gene with protein product
999DRV,Ferroptosis,lncRNA AABR07017145.1,_NA_,_NA_,"Importantly, we found that lncRNA AAB sponged and sequestered miR-30b-5p to induce the imbalance of MMP9/TIMP1, which enhanced the activation of transferrin receptor 1 (TFR-1) and then eventually led to the ferroptosis of CMECs.",Rat,"lncRNA AABR07017145.1 :-: MiR-30b-5p, MiR-30b-5p :-: TIMP1, TIMP1 :+: Ferroptosis",Validated,0,_NA_,_NA_,34938604,lncRNA AAB in article.,4/25/2022,FerrDb team,"RNA, long non-coding"
1000DRV,Ferroptosis,TIMP1,HGNC:11820,ENSG00000102265,Silencing TIMP1 inhibits CMEC ferroptosis by downregulation of TFR-1.,Rat,"TIMP1 :+: TFR-1, TFR-1 :+: Ferroptosis",Validated,0,_NA_,P01033,34938604,_NA_,4/25/2022,FerrDb team,gene with protein product
1001DRV,Ferroptosis,MIR15A,HGNC:31543,ENSG00000283785,miR-15a-3p promotes ferroptosis through GPX4.,Human,"MIR15A :-: GPX4, GPX4 :-: Ferroptosis",Validated,0,_NA_,_NA_,34727409,_NA_,4/25/2022,FerrDb team,"RNA, micro"
1002DRV,Ferroptosis,KDM6B,HGNC:29012,ENSG00000132510,JMJD3 deficiency alleviates lipopolysaccharide‑induced acute lung injury by inhibiting alveolar epithelial ferroptosis in a Nrf2‑dependent manner.,"Human, mice","KDM6B :-: NRF2, NRF2 :-: Ferroptosis",Validated,0,_NA_,O15054,34542160,JMJD3 in article.,4/25/2022,FerrDb team,gene with protein product
1003DRV,Ferroptosis,NCOA4,HGNC:7671,ENSG00000266412,"Both in vivo and in vitro, NCOA4 deletion notably abrogated ferritinophagy caused by I/R injury and thus inhibited ferroptosis.",Mice,NCOA4 :+: Ferroptosis,Validated,0,_NA_,Q13772,34634471,_NA_,4/25/2022,FerrDb team,gene with protein product
1004DRV,Ferroptosis,GSK3B,HGNC:4617,ENSG00000082701,GSK-3β knockdown suppresses erastin-induced ferroptosis.,Human,"GSK3B :+: labile iron, labile iron :+: Ferroptosis",Validated,0,_NA_,P49841,34732689,_NA_,4/25/2022,FerrDb team,gene with protein product
1005DRV,Ferroptosis,IFNG,HGNC:5438,ENSG00000111537,Interferon-γ induces retinal pigment epithelial cell Ferroptosis by a JAK1-2/STAT1/SLC7A11 signaling pathway in Age-related Macular Degeneration.,Mice,"IFNG :+: (JAK1-2/STAT1/SLC7A11), (JAK1-2/STAT1/SLC7A11) :+: Ferroptosis, IFNG :-: SLC40A1, SLC40A1 :-: Ferroptosis",Validated,0,_NA_,P01579,34741776,_NA_,4/25/2022,FerrDb team,gene with protein product
1006DRV,Ferroptosis,METTL14,HGNC:29330,ENSG00000145388,METTL14 promotes doxorubicin-induced ferroptosis in cardiomyocytes.,"Human, rat","METTL14 :+: KCNQ1OT1, KCNQ1OT1 :-: miR-7-5p, miR-7-5p :-: Ferroptosis ",Validated,0,_NA_,Q9HCE5,34648132,_NA_,5/5/2022,FerrDb team,gene with protein product
1007DRV,Ferroptosis,CHAC1,HGNC:28680,ENSG00000128965,CHAC1 promotes ferroptosis.,Human,"CHAC1 :-: GSH, GSH :-: Ferroptosis",Validated,0,_NA_,Q9BUX1,34345279,_NA_,5/5/2022,FerrDb team,gene with protein product
1008DRV,Ferroptosis,MIB1,HGNC:21086,ENSG00000101752,The E3 Ligase MIB1 Promotes Proteasomal Degradation of NRF2 and Sensitizes Lung Cancer Cells to Ferroptosis.,Human,"MIB1 :-: NRF2, NRF2 :-: Ferroptosis",Validated,0,_NA_,Q86YT6,34670864,_NA_,5/5/2022,FerrDb team,gene with protein product
1009DRV,Ferroptosis,KDM5C,HGNC:11114,ENSG00000126012,KDM5C suppresses tumorigenicity largely by promoting ferroptosis.,"Human, mice",KDM5C :+: Ferroptosis,Validated,0,_NA_,P41229,34522206,_NA_,5/9/2022,FerrDb team,gene with protein product
1010DRV,Ferroptosis,ACSL4,HGNC:3571,ENSG00000068366,Downregulation of ACSL4 inhibited sev-induced ferroptosis.,Human,"ACSL4 :-: (AMPK/mTOR), (AMPK/mTOR) :-: Ferroptosis",Validated,0,_NA_,O60488,34734006,_NA_,5/11/2022,FerrDb team,gene with protein product
1011DRV,Ferroptosis,MEG3,HGNC:14575,ENSG00000214548,Inhibition of Meg3 conferred protection to RBMVECs against OGD + HG-induced ferroptosis.,Mice,"MEG3 :+: p53, p53 :-: GPX4, GPX4 :-: Ferroptosis",Validated,0,_NA_,_NA_,34587716,_NA_,5/11/2022,FerrDb team,"RNA, long non-coding"
1012DRV,Ferroptosis,CCDC6,HGNC:18782,ENSG00000108091,"The genetic depletion of CCDC6, by shCCDC6, made the NTERA-2 cells resistant to erastin-induced ferroptosis (Fig. 5 A).","Human, mice","CCDC6 :-: (xCT/SLC7A11), (xCT/SLC7A11) :-: Ferroptosis",Validated,0,_NA_,Q16204,34841108,_NA_,5/11/2022,FerrDb team,gene with protein product
1013DRV,Ferroptosis,ATF3,HGNC:785,ENSG00000162772,"Taken together, ATF3 contributes to brucine-induced glioma cell ferroptosis via increasing H2O2 and iron.",Human,"ATF3 :+: NOX4, NOX4 :+: H2O2, H2O2 :+: Ferroptosis, ATF3 :+: SOD1, SOD1 :+: H2O2, H2O2 :+: Ferroptosis, ATF3 :-: SLC7A11, SLC7A11 :-: H2O2, H2O2 :+: Ferroptosis",Validated,0,_NA_,P18847,34112960,_NA_,5/11/2022,FerrDb team,gene with protein product
1014DRV,Ferroptosis,IREB2,HGNC:6115,ENSG00000136381,IRP2 activation increases intracellular Fe+2 pool and sensitize cells to ferroptosis.,Human,IREB2 :+: Ferroptosis,Validated,0,_NA_,P48200,34039609,IRP2 in article.,5/15/2022,FerrDb team,gene with protein product
1015DRV,Ferroptosis,CFL1,HGNC:1874,ENSG00000172757,Cofilin1 downregulation attenuates glutamate- and erastin-induced cell death.,Mice,CFL1 :+: Ferroptosis,Validated,0,_NA_,P23528,34657120,cofilin1 in article.,5/16/2022,FerrDb team,gene with protein product
1016DRV,Ferroptosis,ALOXE3,HGNC:13743,ENSG00000179148,ALOXE3 knockdown renders GBM cells resistant to p53-induced ferroptosis.,Mice,ALOXE3 :+: Ferroptosis,Validated,0,_NA_,Q9BYJ1,33579899,_NA_,5/24/2022,FerrDb team,gene with protein product
1017DRV,Ferroptosis,MIR539,HGNC:32529,ENSG00000202560,miR-539 activates the SAPK/JNK signaling pathway to promote ferropotosis in colorectal cancer by directly targeting TIPE.,Human,"MIR539 :-: TIPE, TIPE :-: (SAPK/JNK), (SAPK/JNK) :-: GPX4, GPX4 :-: Ferroptosis",Validated,0,_NA_,_NA_,34601499,_NA_,5/24/2022,FerrDb team,"RNA, micro"
1018DRV,Ferroptosis,KMT2D,HGNC:7133,ENSG00000167548,Mll4 deficiency impairs ferroptosis via rewired gene expression.,Mice,"KMT2D :+: ALOX12, ALOX12 :+: Ferroptosis",Validated,0,_NA_,O14686,34890228,MLL4 in article.,5/24/2022,FerrDb team,gene with protein product
1SUP,Ferroptosis,SLC7A11,HGNC:11059,ENSG00000151012,"Silencing of SLC7A11 sensitized HT-1080 cells to erastin-induced death, whereas transfection of HT-1080 cells with a plasmid encoding SLC7A11 conferred protection from erastin- and sulfasalazine-induced death.",Human,"SLC7A11 :+: Cystine, Cystine :-: Ferroptosis",Validated,0,_NA_,Q9UPY5,22632970,_NA_,12/31/2020,FerrDb team,gene with protein product
